texts,words,score
不是你追求财富财富会来，而是你做对选择财富才会来！选择#安然精股阁#  提高了你的认知，而提升你的境界，多说无益可以关注见证,"['追求', '财富', '财富', '会', '做', '选择', '财富', '会', '选择', '#', '安然', '精股', '阁', '#', ' ', ' ', '提高', '认知', '提升', '境界', '多说无益', '关注', '见证']",14.0
总说天道酬勤但这句话是适合交易大师，跟着#毓欣擒牛记#的步伐，才能真正的诠释这句话的含义，财富在不断的积累，反复增值希望就在前方,"['总说', '天道酬勤', '这句', '话', '适合', '交易', '大师', '跟着', '#', '毓', '欣擒', '牛记', '#', '步伐', '真正', '诠释', '这句', '话', '含义', '财富', '不断', '积累', '反复', '增值', '希望', '前方']",13.0
20年后离火运过了就是小鲜肉时代了吧,"['20', '年', '火运过', '鲜肉', '时代']",0
能深入沟通的关系是难得的，双方都值得赞。,"['深入', '沟通', '关系', '难得', '双方', '值得', '赞']",9.0
评论也被吞了。。。,"['评论', '也', '吞']",0
恭喜你,['恭喜'],5.0
有些地方真不能去,"['地方', '真', '不能']",0
不是吧，球馆附近治安那么差？,"['球馆', '附近', '治安', '差']",-3.0
是全球问题但不是中国问题，现在中国的人口贩卖基本销声匿迹了,"['全球', '问题', '中国', '问题', '现在', '中国', '人口', '贩卖', '基本', '销声匿迹']",0
鲍老板不对劲,"['鲍老板', '不对劲']",0
5000万？就是说世界上每160个人就有一个人被“人口贩卖”？,"['5000', '万', '世界', '160', '个人', '一个', '人口', '贩卖']",0
好惨,['好惨'],0
二极管在哪？老鲍怎么不按常理出牌，批评起美国了,"['二极管', '老', '鲍', '怎么', '常理', '出', '牌', '批评', '美国']",-15.0
不按常理出牌呀,"['常理', '出牌']",0
我们2006年，出台政策，一千元成为刑事案件，以前什么情况，大家懂得。,"['2006', '年', '出台', '政策', '一千元', '成为', '刑事案件', '以前', '什么', '情况', '懂得']",0
我还以为美国很安全，没有人口买卖,"['美国', '安全', '没有', '人口', '买卖']",3.0
她还没有被放出来,"['没有', '放']",0
她有名字叫小花梅，不叫铁链女，尊重一下,"['名字', '小花', '梅', '铁链', '女', '尊重', '一下']",5.0
转发微博,"['转发', '微博']",0
并且婚姻无效的话，董的性质就属于强奸，性质恶劣的话，判刑上限可以到死刑。 婚姻有效的话就属于虐待，家暴，刑罚就轻多了。 看到有个评论说，判九年，还不够她生八胎……,"['婚姻', '无效', '董', '性质', '属于', '强奸', '性质', '恶劣', '判刑', '上限', '死刑', ' ', '婚姻', '有效', '属于', '虐待', '家暴', '刑罚', '轻多', ' ', '看到', '有个', '评论', '说', '判', '九年', '不够', '生八胎']",-28.0
呃。。。怎么说呢，可能现在吃饭都成了问题。毕竟天天24小时照顾她，社保和网友都做不到。,"['怎么', '说', '可能', '现在', '吃饭', '成', '问题', '毕竟', '天天', '24', '小时', '照顾', '社保', '网友', '做', '不到']",0
8个孩子难了。,"['8', '孩子', '难']",0
有多少司法案件到最后都是以报道违法者受到多么严重的惩罚而告终，表明司法的力量是多么的强大！想判多少年就判多少年，给你个死刑也不是不可以。至于受害者不重要的啦。,"['司法', '案件', '最后', '报道', '违法者', '严重', '惩罚', '告终', '表明', '司法', '力量', '强大', '想判', '年', '判', '年', '给你个', '死刑', '也', '受害者', '重要']",4.0
我更关心那几个罪犯判了多少年,"['更', '关心', '几个', '罪犯', '判', '年']",0
很多事儿都是没有然后了,"['很多', '事儿', '没有']",0
主要还有几个未成年的孩子，妈妈精神不好，爸爸虽然罪该万死但是去坐牢之后，谁照顾孩子？,"['主要', '几个', '未成年', '孩子', '妈妈', '精神', '不好', '爸爸', '罪该万死', '坐牢', '之后', '照顾', '孩子']",-5.0
一直感觉9年有空档期，人不是原来的人@京楼观察家,"['一直', '感觉', '9', '年', '有空', '档期', '原来', '@', '京楼', '观察家']",0.0
还是“家庭成员”，TMD婚姻还有效。为什么就不能和小花梅的舅舅DNA对比一下。怕么,"['家庭成员', 'TMD', '婚姻', '有效', '为什么', '不能', '小花', '梅', '舅舅', 'DNA', '一下', '怕']",5.0
对👏,['👏'],0
外地人进不去村,"['外地人', '进不去', '村']",0
之前那些都是网红吧,"['之前', '网红']",0
为什么没有强奸罪？,"['为什么', '没有', '强奸罪']",0
这和罚酒三杯有啥区别,"['罚酒', '三杯', '区别']",0
不如贩卖个动物,"['贩卖', '动物']",0
中国的法律…啧啧,"['中国', '法律', '啧啧']",0
明明是李莹，偏说是小花梅。卖鸟判了十年，卖人这么轻？,"['明明', '李莹', '偏说', '小花', '梅', '卖鸟判', '十年', '卖人', '轻']",0
毁了一个女人一辈子，罪犯只是判决九年，如何还她合理的公道，她是人，不是动物。,"['毁', '一个', '女人', '一辈子', '罪犯', '判决', '九年', '合理', '公道', '动物']",10.0
看后只想问一个问题，小花梅是受害人的真实姓名吗？毕竟小这个姓氏太罕见了，名字听上去也像小名或昵称。若不是，那她的真名是什么？判决书指向的受害人为何不用真名？若是无从查证，也应该有个说明吧。,"['看后', '想', '问', '一个', '问题', '小花', '梅是', '受害人', '真实', '姓名', '毕竟', '姓氏', '太', '罕见', '名字', '听', '上去', '也', '小名', '昵称', '真名', '什么', '判决书', '指向', '受害人', '为何', '不用', '真名', '无从查证', '也', '应该', '有个', '说明']",3.0
为什么要让恶魔活这么多年  说好的老天有眼呢？,"['为什么', '恶魔', '活', '多年', ' ', ' ', '说好', '老天', '有眼']",-7.0
李莹,['李莹'],0
不如掏鸟,['掏鸟'],0
在里面好吃好喝九年，孩子政府养大，等他出来，给他养老。哇塞！,"['里面', '好吃好喝', '九年', '孩子', '政府', '养', '养老', '哇塞']",7.0
所以不能结婚生子，不要孩子出生在这里,"['不能', '结婚', '生子', '不要', '孩子', '出生']",0
罚金,['罚金'],0
想起了南京扶助老人判决案！！,"['想起', '南京', '扶助', '老人', '判决', '案']",0
不杀不足以平民愤,"['不杀', '不足以', '平民愤']",0
判的太轻了，再查查他有没有掏过鸟窝。,"['判', '太轻', '再', '查查', '有没有', '掏过', '鸟窝']",0
这是在纵容恶鬼啊,"['纵容', '恶鬼']",-3.0
如此混账的判决，就是道德沦亡的原因,"['混账', '判决', '道德', '沦亡', '原因']",-7.0
为什么没有强奸罪？！,"['为什么', '没有', '强奸罪']",0
法律是用来统治弱势群体的。希望以后不是。,"['法律', '统治', '弱势群体', '希望', '以后']",0.0
毁人一生，应该终身监禁,"['毁人', '一生', '应该', '终身', '监禁']",0
虐待家庭成员？？我笑了,"['虐待', '家庭成员', '笑']",-7.0
顺带找找李莹呀//@向阳的粉蓝蔷薇:李莹,"['顺带', '找', '找', '李莹', '/', '/', '@', '向阳', '粉蓝', '蔷薇', ':', '李莹']",0
不管如何，也算是有些进步吧！,"['也', '算是', '进步']",0.0
孩子们的事挺难处理,"['孩子', '事', '挺', '难', '处理']",0
受害人家属没资格到庭么？,"['受害人', '家属', '没', '资格', '到庭']",0
是不是在开玩笑 ,"['是不是', '开玩笑', ' ']",0
//@印象秋枫:明明是李莹，偏说是小花梅。卖鸟判了十年，卖人这么轻？,"['/', '/', '@', '印象', '秋枫', ':', '明明', '李莹', '偏说', '小花', '梅', '卖鸟判', '十年', '卖人', '轻']",0
都生了八个孩子，都不能证明受害者遭受QJ吗,"['生', '八个', '孩子', '不能', '证明', '受害者', '遭受', 'QJ']",-5.0
铁链女有精神病吗？看起来说话不清楚，但是思维正常，小花梅照片跟锁链女长得不一样怎么解释？是不是小花梅已经不在人世了？,"['铁链', '女有', '精神病', '看起来', '说话', '清楚', '思维', '正常', '小花', '梅', '照片', '锁链', '女长', '怎么', '解释', '是不是', '小花', '梅', '已经', '人世']",-8.0
收买被拐卖妇女这个过了20年追诉期了，至于强奸罪不清楚,"['收买', '拐卖妇女', '20', '年', '追诉', '期', '强奸罪', '清楚']",-7.0
砍树好像有判十来年的,"['砍树', '好像', '判十来', '年']",0
人口拐卖，不是仅仅一个人受害，受害的是一家人甚至几家人，时间那几乎就是一辈子，固人贩子应该处死，如果能凌迟，必须凌迟处死。,"['人口', '拐卖', '仅仅', '一个', '受害', '受害', '一家人', '几家', '时间', '几乎', '一辈子', '固', '人贩子', '应该', '处死', '凌迟', '必须', '凌迟', '处死']",-19.0
转发微博,"['转发', '微博']",0
为何没认定强奸罪?,"['为何', '没', '认定', '强奸罪']",0
没有买卖就没有伤害，希望不要存在追诉时效,"['没有', '买卖', '没有', '伤害', '希望', '不要', '存在', '追诉时效']",-3.0
董志民 没有被“认定强奸罪或收买被拐卖妇女罪”那么他判9年的一句是啥？,"['董', '志民', ' ', '没有', '认定', '强奸罪', '收买', '拐卖妇女', '罪', '他判', '9', '年', '一句']",-7.0
天哪！希望再也不要有女性经历这些非人的黑暗,"['天', '希望', '再也', '不要', '女性', '经历', '非人', '黑暗']",-16.0
但她真的是小花梅吗？她本来是谁。这个谜底不能解开了吗？,"['真的', '小花', '梅', '本来', '谜底', '不能', '解开']",0
小化没她舅说不认识铁链女,"['小化', '没', '舅', '说', '认识', '铁链', '女']",0
没错，毁了别人一生的代价小的不足挂齿,"['没错', '毁', '一生', '代价', '不足挂齿']",-3.0
迟到的正义绝非正义，那是历史的欠帐，永远无法弥补！,"['迟到', '正义', '绝非', '正义', '历史', '欠帐', '永远', '无法弥补']",7.0
不杀不足以平民愤,"['不杀', '不足以', '平民愤']",0
迟到早退多次可以记旷工,"['迟到早退', '多次', '记', '旷工']",0
没有判强奸罪,"['没有', '判', '强奸罪']",0
迟到的审判。但这个审判正义吗？,"['迟到', '审判', '审判', '正义']",2.0
支持买卖同罪，等待后续更多信息披露。,"['支持', '买卖', '同罪', '等待', '后续', '更', '信息', '披露']",5.0
把别人一生都毁了的正义还算不算正义？,"['一生', '毁', '正义', '算不算', '正义']",10.0
也没正义啊，虐待罪比强奸罪轻多了,"['也', '没', '正义', '虐待', '罪比', '强奸罪', '轻多']",-12.0
正义为什么这么艰难,"['正义', '为什么', '艰难']",5.0
小花梅见到亲人没？？,"['小花', '梅', '见到', '亲人', '没']",0.0
迟到了就不是正义,"['迟到', '正义']",2.0
判轻了,['判轻'],0
他们说还有二审呢,"['说', '二审']",0
还有不与追诉的呢,['追诉'],0
迟到的正义不是正义！,"['迟到', '正义', '正义']",7.0
虽恶不诛,"['虽恶', '诛']",0
铁链女咋样了？乌衣咋样啦？？,"['铁链', '女', '咋样', '乌衣', '咋样']",0
这桩婚姻有效？,"['这桩', '婚姻', '有效']",5.0
迟到的正义还算哪门子正义，都是给自己的遮羞布。,"['迟到', '正义', '算', '哪门子', '正义', '遮羞布']",7.0
为这事儿我 号还没了,"['事儿', ' ', '号', '没']",0
转发微博,"['转发', '微博']",0
相关部门呢？继续歌舞升平，纸醉金迷？,"['相关', '部门', '继续', '歌舞升平', '纸醉金迷']",-12.0
经典,['经典'],9.0
没有舆情发酵那强奸犯还享福呢,"['没有', '舆情', '发酵', '强奸犯', '享福']",0.0
有时候，正义来了，可人早没了,"['有时候', '正义', '可人', '早', '没']",10.0
权力在各个环节的无所做为，事后算你一个普通案件，该审判的不应该只是这个董某。,"['权力', '各个环节', '做', '事后', '算', '一个', '普通', '案件', '审判', '应该', '董某']",0.0
这不是正义的审判，且还是迟到的、迫于人民压力的做出的审判，就更谈不上正义了。有的只是恶心和可悲。,"['正义', '审判', '迟到', '迫于', '人民', '压力', '做出', '审判', '更', '谈不上', '正义', '恶心', '可悲']",0.0
铁链女现在呢？,"['铁链', '女', '现在']",0
迟到的正义和烧糊的米饭一样。,"['迟到', '正义', '烧糊', '米饭']",2.0
为什么没有强奸罪。,"['为什么', '没有', '强奸罪']",0
这几个罪犯，开始上诉了，是不是还有二审,"['几个', '罪犯', '上诉', '是不是', '二审']",0
虐待6年6个月，拘禁3年，那买卖呢，强奸呢？不用算吗，殴打也肯定有吧,"['虐待', '6', '年', '6', '月', '拘禁', '3', '年', '买卖', '强奸', '不用', '算', '殴打', '也', '肯定']",-23.0
转发微博,"['转发', '微博']",0
为什么没有强奸罪？,"['为什么', '没有', '强奸罪']",0
难道那是你的父亲母亲？,"['难道', '父亲', '母亲']",0
去他妈的,['他妈的'],0
很想知道那些孩子怎么办？没监护人的情况下,"['很想', '知道', '孩子', '怎么办', '没', '监护人', '情况']",0
不是父亲母亲么？,"['父亲', '母亲']",0
强奸犯,['强奸犯'],0
毕竟静静是带有情绪价值的媒体人不,"['毕竟', '静静', '带有', '情绪', '价值', '媒体']",0.0
不了而了,['不了而了'],0
老胡共情了,"['老', '胡共情']",0
建议老胡收养最妥帖,"['建议', '老胡', '收养', '妥帖']",0
不知道的还以为，胡锡进和董拜了把子,"['知道', '胡锡进', '董拜', '把子']",0
