texts,pm,pp,np
这种类型电影最大的杀伤力在于其有迹可循，或者说来源于社会真实事件。看的过程中会不自觉代入徐州丰县铁链女事件。中国的很多事情，很大的问题在于当时引起全社会的轰动和关注，但随着时间和关注度减弱，慢慢的你也不知道到底是否解决？有很多，很多像这样……福南是善良的，那个性工作者在抽烟的时候，她会关切的提醒，抽烟对身体不好。福南想过用其他正常方式解决，一封封的求救信就是最好的证明。她自己遭受巨大的罪恶，她能忍受，但是她的女儿和最好的朋友受到威胁时，我觉得这是压断了她的最后一颗救命稻草。当她望向天空时，我想起了毛主席说过的一句话：与天斗，与地斗，与人斗，其乐无穷。”这是万念俱灰后的放手一搏。紧接着，她开始报复着……海媛在拆着一封封福南写给她的求救信时，滴下来的你以为那是“水”，其实那是眼泪和悔恨。她做着手势吹笛子，她从小内心深处就有向往海媛一样的美好，海媛拿着她的手一起吹的时候，意味着我会带着你走向美好。可惜太晚了……恶是由群体组成的。施暴者、助恶者、沉默者、受害者，你属于哪种？不喜欢吃甜食的我，一度在中途幻想放块糖在嘴里。最后的最后，窗外的阳光很明媚，原来你我曾经都是那样单纯，善良，天真，美好。只是每个人的经历和遭遇不同，愿美的曙光可以照在每个人的身上。,正向,0.922,0.078
做了很恐怖的 类似铁链女的噩梦（刚这一秒才想到这个类比）醒来吓死 然后觉得对比之下自己人生还挺自由和容易获得意义的 真的好尼玛恐怖 ,负向,0.0201,0.9799
874【通过】粉红女权这俩不矛盾吗先看看老钟的铁链♀，低分录取男宝，高铁不让卖卫生巾，男宝比女多三千多万，各种家暴新闻被压热嗖再说吧 ,负向,0.0183,0.9817
比铁链女还惨 ,负向,0.0353,0.9647
要不你们把肖赞当铁链女锁起来吧，不然他必然还要背刺倒油，他刚和白拍了一部姐弟恋 ,负向,0.0009,0.9991
NM，跪地求水还有什么真相，树渴死了，人哀嚎，就这么个生命之战！今天锁住的不是一个铁链女，明天锁住的是整个民族。 ,负向,0.0075,0.9925
一切事物都有双面性不是么。普通人不过是想丫丫能过的更好些，好好养老。这世上太多坏人了，拿着大家的善去敛财去做恶。国内也是啊，国内的动物园有几个是有在善待动物的。熊猫…繁殖…外交…敛财…好像不光熊猫，人也是…铁链女…性侵案…拐卖…灰色交易好像普通人的发声是最小的一束火光。可以顷刻间捻灭。,负向,0.0153,0.9847
围脖控评孙国友求水让我想到了去年2月份的铁链女事件，她现在不知道身处何处，说不定已经physically disappeared forever，希望我的揣测只是小人之心。如果她真的是李莹，那这一生是太悲惨了。 ,负向,0.0093,0.9907
昨天更新的电视连续剧，女主角被坏人用铁链子锁住了腿；日报说某品牌卖的旧车在天朝首例被判；机关报说演员没文化敢上镜  ,负向,0.0017,0.9983
时间会忘记，不能忘记，铁链女 ,正向,0.9974,0.0026
居然还有那么多人不知道铁链女 ,负向,0.01,0.99
去长沙玩密室，院长选的驱魔师全程都在被鬼追，还磕到了头，然而她不知道自己是狼，一个劲帮好人玩，直到最后被绑到铁链上。第二匹狼因为女票是好人，直接叛变帮人家做任务。剩下一头狼在我的小队里，可怜地被我和另一个队友夹在中间，什么操作都不能，好不容易溜了，我们又回头去找她。于是她绞尽脑汁想了妙计，对我们说她想吐不行了不行了，觉得这样我们就能让她在酒馆休息。没想到我俩听到后把她看得更紧了。,负向,0.0618,0.9382
男的：女的都该用铁链栓一栓 还是男的：一个冰柜案就吓得缩卵夹蛋一直复读，也不看看你那大飞柱体型能不能塞进去冰柜 薛定谔的共情 ,负向,0.0044,0.9956
我真的很膈应喊曾晞“八孩妈”。。。你们真的不会想到铁链女吗 这种梗真的一点都不好玩。先别说真正的八孩妈铁链女 把“妈”强加在男性身上让我感觉侮辱了这个称呼 男的并没有受过分娩的痛苦凭什么配得上。。 “生八个”是名场面 但是衍生出来的别的东西我完全get不到甚至犯恶心 ,负向,0.0,1.0
无核麒麟如果什么时候画铁链女一类的话题，也不可能是他良心发现，只有可能是那什么什么了，缓则市场更好做了 ,负向,0.1689,0.8311
？？？ 这什么逻辑？ 那要这么说，古代女人最成功。铁链女更是赢很大？ ,负向,0.0,1.0
我还以为他在铁链女事件时就封笔了呢 ,负向,0.0007,0.9993
我还以为他在铁链女事件时就封笔了呢 ,负向,0.0007,0.9993
铁链女、周公子、鲶鱼之类的事，看起来不一样其实都是一个逻辑，权力的傲慢，我要是🐸且一直在岛上待着，看到这种层出不穷的事，我也会投菜菜子 ,负向,0.3203,0.6797
1971年出版的书    /不是没有人看见，而是有人没看见 ,中性,0.462,0.538
我们亚比女天天就是戴铁链戴左手食指戒指穿无袖背心🚬 ,正向,0.9789,0.0211
前两天认识一个在某城市网络舆情办的新朋友，聊了些这方面的事情。还提到了铁链女。他们是很明确的知道中国网络很多热点事件背后都是美国资助的NGO或类似组织。花钱其实也不多，但热度搞的很高，给地方政府造成了一定困扰。而且现在不允许他们直接给网络平台打电话要求删帖控热度，只能上报给更高级别的单位。有些热点事件非常弱智，基本套路都是造谣，没一件是基于事实。移花接木是最常规的套路。谎言不高明，但网民就是很容易忽悠。没办法。,负向,0.0,1.0
先不讲事件真假，就老师这话‘气量在哪里？？？只看到十八个男生针对一个女生？？？’各位这就是整个社会优待出来的仙女后果；若换成十八个女生控诉男生，换成男老师说‘只看到十八个女生针对一个男生’，那微博将再次亡国，不亚于丰县铁链女、唐山打人，所以这个女拳教师该清理出去了,负向,0.0,1.0
骂的个呗，听铁链流域的人说之前居家隔离，有女同事去他那做客也被封了，然后他爽死了天天快活，对方也推掉异地男友跟他好上了变同居人。玛德，我说怎么人家疯狂给铁链流域的人无偿打白工还打掩护让其翘班出去打游戏，对铁链流域的人印象又-100。下班前东北老哥跟贵州小哥还有湖北小老弟都表示非常不屑这几个人，觉得感情很儿戏,负向,0.2937,0.7063
几本比较火的年代文除了4还没看过，其他的都二刷过1⃣️凝脂美人在八零 by清春是金色铁链（穿书 超级玛丽苏）2⃣️穿成女儿奴大佬的前妻 by红芹酥酒（女主的改变了原书很多人原本不好的结局）3⃣️实用主义者的爱情 by孟中得意（好几个姐妹心中的年代文top ）4⃣️后娘 by元月月半（好几个姐妹给我推荐的，还没来得及看）5⃣️七十年代白富美 by素昧平生（女主重生）6⃣️晏晏少年时 by蒋淮琅（好看的！重生回到老公年轻时）,正向,0.9891,0.0109
哎，我发现现在好多人考虑问题根本不辩证思考，就铁链女这个事。我是不关注这个事本身。我是关注为啥这个事大家有这么大的反应，这么大反应背后的社会因素和心理因素是什么，然后顺着这个去解决问题才是根本。 ,负向,0.0004,0.9996
铁链        女现在在哪里，无人知晓 ,负向,0.3384,0.6616
我问ChatGPT怎样才能解救#铁链女#？没有等到答案！想要靠ChatGPT取代“人”的行动，估计“这世界不要我了”看不到那一天！ChatGPT未来对支牲整体民族性会产生多大的影响？谁也说不准吧。。。  ,负向,0.0008,0.9992
刚看完孤恋花。不得不说这里面所有的故事都写得太妙了。被这篇压抑得喘不过气来。白老能想到2022年铁链女仍旧存在吗，这个时代好像一直没有变过。 ,负向,0.2251,0.7749
反正这种事情从来不会给显示的。。。只要记住2022还有铁链女，就应该懂得很多地方真的是黑的不行。。。。。 ,负向,0.0002,0.9998
不能因为自己没被拐卖就看不见铁链女的悲哀，不能因为自己享受到了教育就看不见被迫选择打工的同龄人的无奈当一个女性得到了“偏爱”的时候，她可以选择看不见别的女性承受的痛苦，但是希望她不要去代表全体女性去觉得所有女性都是享受到了福利的。不是所有的感同身受都是真正身受过的，也不是只有身受过的人才可以发声,负向,0.0345,0.9655
而且妈从头到尾都在对女儿强调说这是我们两个人一起抵抗这个世界的事…真素给我看的。。。。没有否认血缘关系的意思但是真的好像一个拿铁链打死结把自己和女儿绑在一起的绑架犯，你女才高中、、、从“我妈怎么可能是杀人犯？！”到“我妈都是为了我杀的我要是有良心就不可以怪她”感觉也就三个月的事？！,负向,0.0001,0.9999
莲花山，京津冀年票免费一次，停车免费，景区摆渡车往返25。28盘（不愿意爬可以坐缆车），蟠桃宫，天街，圣莲宝塔，莲子峰，阎王鼻子（扶铁链子，手脚并用），亮马台，千佛殿，逍遥谷，玄女洞，老子像。一个人爬山会更谨慎，一路上都在超越其他游客，感觉还不错，全程不到三小时。就是开车路上山路多，有难度，把开车当成娱乐项目就没那么难受了,正向,0.9972,0.0028
看到那个被霸凌的小女孩下面有评论说不要大事化了，想起了铁链女事件，不知道现在后续怎么样啊 ,负向,0.0082,0.9918
能再次启动调查八孩铁链女吗？她太可怜了 ,负向,0.0001,0.9999
这周末过的跟陀螺似的，所以不会有无聊的情绪和荒废的时间。昨儿张姨(现实双标，工作也算合格叭)她说她信主，我们家的香台她从来不打扫，说她不能碰，结果昨儿请假上坟去了农村妇女信教的比例跟铁链女一样多。ok然后我也就提前去看了妈妈，一早又去照顾老头，打扫卫生，中午居然抱了饺子然后带小孩去撒欢儿，一系列操作下来，秒睡。属蜘蛛的作息非常规律，偶尔我也想躺一整天，时间管理大师做不到哇~今儿也是各种奔波~起~,正向,0.9384,0.0616
一年了，判决下来了吗？为什么一点消息都没有?我正熬夜写论文呢，急需丰县法院的审判结果做案例买卖同罪说累了，检察机关的轻拿轻放问题。一年了还没调查出来呢，快，我就知道你们丰县法院能整活，判决呢妈的越写越气，我论文字数还不够，查案例已经快给我看到气疯了，没心情写论文了，你们那两个疑似拐卖的不准离婚还不立案侦查的垃圾法官，离谱的判决书，呸！,负向,0.0,1.0
睡前看了海南临高13岁女孩被霸凌的新闻。好烦好恨，真的好恨，世界只会不断忘记，红黄蓝幼儿园扎针，铁链女，缅北，一个接着一个孤独的被排斥的老人，残疾人，女孩和边缘群体，真的很恨这下沉的感觉，我没有办法记得，互联网没有办法记得，中国又是那么大，一个结构接连一个结构，到底哪里是出口 ,正向,0.8708,0.1292
铁链女在哪里？ ,负向,0.0266,0.9734
看到此处想起了去年春天（此时此刻！）语文老师给我们放了好几节课的雷雨，前几节课我被封在家里了，但语文老师还是把链接发给我了。我就记得我们边看他边讲，到这段的时候他暂停，跟我们说有没有想起铁链女的事情。好怀念我的语文老师！唉 ,负向,0.3817,0.6183
杀个男的要还原至此，铁链女呢？被冲进下水道的女人呢？拉姆呢？ 都去死艹你们的爹 ,负向,0.0002,0.9998
江苏徐州丰县的铁链女事件，举国关注，最后不了了之。 安徽灵璧渔沟中学的校园霸凌事件，举国关注，同样不了了之。 海南临高的校园霸凌事件，举国关注，还会不了了之吗？  ,负向,0.0008,0.9992
我的心理承受能力越来越脆弱了  也意味着我的共情能力越强  内耗越多  以前我看到这些宏大的新闻和网络舆论 我都是强迫自己不看  强迫自己理性一点  以前的我看到铁链女这些事 点都不会点进去 一方面知道自己承受不住 另一方面的确共情感不强 ,负向,0.0151,0.9849
